"","Label","Marker"
"998","Lymphoid cells_Resting B cells-3","3300005D01Rik, 4921508M14Rik, A530040E14Rik, Il1bos, Pik3r6, Dyrk4, C430042M11Rik, Gm5601, Gm28981, Shisa8"
"999","Lymphoid cells_Resting B cells-4","Gm16094, H2-Q7, H2-Oa, Gm8251, Fcrl1, Gm15232, Olfr166, Nrm, 1700099I09Rik, Parvg"
"1000","Lymphoid cells_Resting B cells-5","Mybl2, Gm17160, 1700099I09Rik, Tnfrsf13c, Gm18342, 6030468B19Rik, Gm10288, Erp27, Cxcr5, Cnr2"
"1001","Lymphoid cells_Resting B cells-6","Mad2l2, Mrgpre, Irgc1, H2-DMb2, Gm10073, Ffar1, Cd79b, Gm28417, 2010109A12Rik, Fadd"
"1002","Lymphoid cells_Resting B cells-7","Lta, Gm11344, RP24-490B17.3, Iglv3, Tlr9, Xlr3b, Gm26826, RP23-348C6.3, Pold2, Mrpl23"
"1003","Lymphoid cells_Resting B cells-8","Iglv3, C920009B18Rik, RP24-490B17.1, Olfr755-ps1, Gpr171, Gpr174, Gpr34, Gm4787, H2-DMb2, BC094916"
"1004","Lymphoid cells_Resting B cells-9","Gm6133, Gm12066, Siglecg, Iglv3, Gm17017, Tlr9, Cd79a, Gm11690, Wdr74, 2700038G22Rik"
"1005","Lymphoid cells_Resting B cells-10","Gpr18, BC094916, Gm15409, H2-Eb2, Tnfrsf13c, H2-Q7, Prr7, Gpsm3, Gm10552, Rprm"
"1006","Lymphoid cells_Resting B cells-11","Ncaph, Ell3, Nsl1, Gm28053, Gm11263, Gm11974, Mad2l1, Ydjc, Tnfsf9, H2-Eb2"
"1007","Lymphoid cells_Resting B cells-12","Ighv2-6, Gm5561, Shisa8, Gm7658, Arhgap27os3, Gm13247, H2-Eb2, Gm14388, 1700037C18Rik, H2-Oa"
"1008","Lymphoid cells_Resting B cells-13","Gpank1, Dyrk4, 4930439D14Rik, AC125149.2, Tnfrsf13c, Gm16038, Gm22738, Gm26826, Gm20429, Irgc1"
"1009","Lymphoid cells_Resting B cells-14","Gm14302, Ltb, Il1bos, Cd79a, Irgc1, Cxcr4, Gm28043, Gm24992, Fcrl1, BC094916"
"1010","Lymphoid cells_Resting B cells-15","RP24-86O15.1, Gm7879, Gm15880, Gm29055, Gm14388, Gm15899, 1700095A21Rik, Lpar2, Cxcr5, Gm13919"
"1011","Lymphoid cells_Resting B cells-16","H2-Oa, Gpr18, A530040E14RIK, AC133103.1, Gm12066, Kif20a, Bfsp2, Gm13012, H2-Ob, Gm24644"
"1012","Lymphoid cells_Resting B cells-17","Nlrc3, RP23-145F9.3, Ccr6, Grm6, Gm15133, Gm28694, Gm2427, 6030468B19Rik, Gm6264, Gpr18"
"1013","Lymphoid cells_Resting B cells-18","Ccr6, Vpreb3, Lsm5, Tnfrsf13c, Grap, Dyrk4, Tbc1d10c, Cxcr4, Rltpr, Tlr9"
"1014","Lymphoid cells_T cells-0","Gm16242, Klra5, Cd96, Tom1, Cd200r2, Trbc1, Tcrg-C4, Oxnad1, Tcrg-C2, Apol7e"
"1015","Lymphoid cells_T cells-1","Il23r, Il18rap, Ccl5, Foxp3, Ctla4, Klra13-ps, Klra4, Pim2, Klri2, Ift80"
"1016","Lymphoid cells_T cells-2","Gas2, A430093F15Rik, Il21, Cd163l1, Fermt3, Pdcd1, RP24-146B4.3, Cd40lg, Cd3d, Folr4"
"1017","Lymphoid cells_T cells-3","Il7r, Clnk, Gzmb, Cd8b1, Slc29a1, Ptprv, Traj20, Zfp683, Map3k12, Tcrg-C2"
"1018","Lymphoid cells_T cells-4","1700113H08Rik, Tnfsf8, Klra4, Tbx21, Cd244, Sept1, Tnfrsf9, Ncr1, Klra5, Heatr9"
"1019","Lymphoid cells_T cells-5","Lck, Vipr2, Klrc1, Was, Prss12, Il2rb, Cd3e, Cxcr3, Olfr1259, RP24-490B17.5"
"1020","Lymphoid cells_T cells-6","Prf1, Klra7, Klre1, Klrc2, Klrb1c, Heatr9, Nkg7, Klri2, Arhgap27os3, Tcrg-C1"
"1021","Lymphoid cells_T cells-7","Themis, Grap2, Nlrc3, Traj18, Cxcr3, 1700113H08Rik, Traj12, Ptpn7, Il12rb1, Cd6"
"1022","Lymphoid cells_T cells-8","Il12rb2, Zfp683, Otop1, RP24-88B13.5, Tcrg-C4, Klrc1, Trat1, Tcrg-C2, RP23-328G14.1, Traj18"
"1023","Lymphoid cells_T cells-9","Klra8, Gm4955, Il12rb1, Klre1, P2ry10, Klrc3, Klrc2, Pitrm1, Cldnd2, Klrc1"
"1024","Lymphoid cells_T cells-10","Frmd5, Susd3, Klrd1, Klrg1, Slfn1, Prf1, Gm14085, Klrc2, Cd163l1, 4930570N18Rik"
"1025","Lymphoid cells_T cells-11","Lef1, Tcf7, Armc7, Fam184b, Rag1, Cd7, Clnk, Cd27, Rag2, Ltb"
"1026","Lymphoid cells_T cells-12","Zfp683, Il2rb, Folr4, Itgad, Tcrg-C4, Gm156, RP24-74O18.4, Cd160, Ctsw, Klre1"
"1027","Lymphoid cells_T cells-13","Txk, Klre1, Gm14085, Xlr4b, Cd27, Gm26692, Klri2, Klrb1a, Armc7, Il18rap"
"1028","Lymphoid cells_T cells-14","Icos, Cd5, Samd3, Tmie, Tnfsf8, Folr4, Gzmb, Lat, Trbc2, Pdcd1"
"1029","Lymphoid cells_T cells-15","Ikzf2, Gab3, Cd40lg, Tbx21, Il12rb1, Il2rb, Atp8b4, Pglyrp2, Sh2d2a, Zap70"
"1030","Lymphoid cells_T cells-16","Il2ra, Dennd4a, Ms4a4b, Traj49, Ctla4, Batf, Gm14085, Traj18, Sla2, Gm15891"
"1031","Lymphoid cells_T cells-17","5830411N06Rik, Klrk1, Gm27008, Rgs1, Ncr1, Unc13d, Ms4a4b, Atp8b4, Cst7, Nkg7"
"1032","Lymphoid cells_T cells-18","Cxcr6, Art2b, Cd40lg, Gimap6, Klrc1, RP24-490B17.4, Cd3g, Mapkapk3, Traj18, Fasl"
"1033","Lymphoid cells_T cells-19","Nkg7, Trbc2, Slc26a11, Traj20, Arhgap9, Gzmb, Gm11454, Tcrg-C1, Tcrg-C2, RP24-146B4.2"
"1034","Lymphoid cells_T cells-20","Cd3g, Gm19585, Cml3, Tnfrsf26, Cd40lg, Traj12, Trac, Traj18, Cd8a, Sh2d1a"
"1035","Lymphoid cells_T cells-21","Cd8a, Cd3d, Cd3e, Trat1, Clec2i, Ctsw, Tcrg-C2, Cd27, Apol7e, Gm156"
"1036","Lymphoid cells_T cells-22","Eomes, Gm14085, Tfcp2, Gm16242, Gm16069, Tcrg-C1, RP24-490B17.5, Gm20069, Lck, RP23-27C10.2"
"1037","Lymphoid cells_T cells-23","Txk, Ms4a6b, Ccl5, Sh2d2a, Xlr4a, Gm16242, Eomes, RP23-145F9.3, Tcrg-C1, Cxcr3"
"1038","Lymphoid cells_T cells-24","Tnfrsf18, Cd7, Cd8a, Gm11346, Cyba, Ctsw, Xlr4b, Gimap1os, Cxcr3, Gm16069"
"1039","Lymphoid cells_T cells-25","Crtam, Med14, Olfr60, Egr2, Tnfrsf9, Cd6, Fam184b, Xcl1, Cd96, Gm26907"
"1040","Lymphoid cells_T cells-26","Mrgprb1, Gm11843, Tpsab1, Gzmb, Cma1, Mrgprb2, Mrgprx2, RP24-490B17.2, D630033O11Rik, Ms4a2"
"1041","Lymphoid cells_T cells-27","Hrh4, Ccl9, Samd13, Gm20442, Lilrb4, 6030469F06Rik, Mcpt8, Ccl4, Fcer1a, Osm"
"1042","Lymphoid cells_T cells-28","Clec2l, Olfr523, Olfr1341, Olfr1256, Lingo4, Gm830, Gm16311, A130023I24Rik, Gm16549, Olfr1259"
"1043","Macula densa cells-0","Gm14002, Erich2os, Bmp15, Cldn16, RP24-393F8.2, RP23-26I10.3, Gm20518, Tarm1, RP24-363O16.2, Gm20475"
"1044","Macula densa cells-1","Car15, Psmb11, Olfr1392, Gm16010, Gm7324, Avpr1a, Tmem221, Vwa2, Hoxd11, Gm14002"
"1045","Macula densa cells-2","Slc12a1, Erbb4, Enox1, Sec14l1, Casr, Gm16076, Col5a2, Pamr1, Gm28340, Rps6ka6"
"1046","Macula densa cells-3","Sostdc1, Gm14223, Dusp9, Irx2, Prps2, Rpl28-ps3, Cldn16, Gm14002, Tcf24, Gm4279"
"1047","Macula densa cells-4","RP24-272N10.6, Cldn16, Gm16863, Asb9, RP24-393F8.2, D730001G18Rik, Shd, Car15, Gm13856, Gm27201"
"1048","Macula densa cells-5","Gm13075, Cldn19, Cldn16, Robo3, Gm14002, Gpx6, Gm17225, Lrit3, Htr1b, E230016K23Rik"
"1049","Macula densa cells-6","Fxyd2, Gm19637, Calhm3, Rps8-ps2, Gm14815, Gm12126, Gm13658, RP24-149E13.2, Gm28543, Gm28340"
"1050","Macula densa cells-7","Gm17213, Gm13103, Olfr1462, Gm16363, Gm24045, Gm15267, Gm10518, 4931429P17Rik, Vmn2r101, Gm11959"
"1051","Macula densa cells-8","Gm12502, Svs5, Olfr31, Gm11693, Gm15457, Olfr405-ps1, Gm26644, Dusp9, Gm15384, Cyp2j14-ps"
"1052","Macula densa cells-9","Gm5278, Gm29113, Gm16000, Gm13362, 2300005B03Rik, Gm14197, Gm28455, 1700095A13Rik, Tbc1d22bos, 9430025C20Rik"
"1053","Megf11 positive cells-0","Spaca5, Gm6878, Bsnd, Cldn16, Cldn19, Wnt7b, Clcnka, Lypd2, Gm13075, Trim60"
"1054","Megf11 positive cells-1","Akr1b3, Bsnd, Cldn19, Clcnka, Ugt8a, Them6, Gm24086, Gm13075, Lypd2, Gm14546"
"1055","Megf11 positive cells-2","Gjb4, Gm14400, Clcnka, Gm6878, Tal2, Cldn16, Gm17387, Crlf1, 1700039E22Rik, Bsnd"
"1056","Megf11 positive cells-3","Clcnka, Bsnd, Ugt8a, 2010204K13Rik, Cldn16, Proser2, Gm13075, Wnt10a, Mycbpap, Gm20395"
"1057","Megf11 positive cells-4","Greb1l, Bsnd, Nccrp1, Gm13075, Clcnka, Cldn19, Wnt10a, Gm13599, Gm15795, 4930486I03Rik"
"1058","Megf11 positive cells-5","Folr1, Slc22a2, RP24-180K20.1, Nepn, Gm16004, Ugt1a2, Gm853, Gm15268, Gm5475, Ak4"
"1059","Megf11 positive cells-6","Sim2, Gm5833, Cldn19, Lypd2, Clcnka, Olfr984, Clec2f, 1700016C15Rik, Gm13075, A230108P19Rik"
"1060","Megf11 positive cells-7","Clcnka, Wnt10a, Bsnd, Kif12, Gm27022, Gm6878, Tgm7, Cldn19, Gm20395, Gm13075"
"1061","Megf11 positive cells-8","Clcnka, Lypd2, Gjb4, Bsnd, Gm14406, Ugt8a, 1700001D01Rik, Gm20395, Gm15795, Gm24086"
"1062","Megf11 positive cells-9","Clcnka, Lypd2, Trim60, Vmn1r18, Cldn19, RP23-67I3.4, Bsnd, S100a7a, Nccrp1, Fgd3"
"1063","Megf11 positive cells-10","Bsnd, Gm13075, Clcnka, Gm5833, Zc4h2, Cldn19, Tnfsf15, Gm14444, Gm6878, Lypd2"
"1064","Megf11 positive cells-11","Akr1b3, Krtap14, Gm29105, Olfr148, Gm24399, Gm6432, B430203G13Rik, Proser2, Gm29233, Gm28167"
"1065","Mesothelial cells-0","Abca4, Gm14226, Gm26873, Nkain4, Lrrn4, Gm12023, Bnc1, C3, Tbx18, Rspo1"
"1066","Mesothelial cells-1","Ptgis, Upk3b, Bnc1, Wt1os, Anapc16, Flrt2, Lrrn4, Crb2, Gm26873, Nkain4"
"1067","Mesothelial cells-2","Kazn, A730046J19Rik, Tbx18, Lrrn4, Bnc1, Nfe2l3, Igfbp6, Gm13052, Rspo1, Crb2"
"1068","Mesothelial cells-3","Abcb1b, Kcnk9, Igfbp6, Trank1, Lrrn4, Crb2, Sfrp2, C1ra, Gpc3, Gabra3"
"1069","Mesothelial cells-4","Commd10, Tango6, Tbx18, Bnc1, Gas1, Lrrn4, Sema3d, A730046J19Rik, Gm14226, Crb2"
"1070","Mesothelial cells-5","Adamtsl1, Has1, Efemp1, Rbm28, Flrt2, Rspo1, Tlr5, Nr4a1, Kdelc2, Fgf18"
"1071","Mesothelial cells-6","Caln1, D7Ertd443e, Mast4, Agtr1a, Scarb1, Gm17276, Star, Srd5a2, Cyp21a1, Nr5a1"
"1072","Mesothelial cells-7","Slpi, 2510002D24Rik, Gm26873, Upk1b, Crb2, Lrrn4, Nkain4, Bnc1, Ephb6, Cys1"
"1073","Mesothelial cells-8","Fn1, Frmd6, Apln, Adamts19, Lect1, Wnt4, Kiz, 8430419K02Rik, Gbx1, A730046J19Rik"
"1074","Mesothelial cells-9","Gm2115, Dlk1, Gm27224, Lrrn4, Tmem196, Prrxl1, Tex16, Gm15535, Bnc1, A730046J19Rik"
"1075","Mesothelial cells-10","Gpm6a, Ctrc, Rnase1, Reg2, Amy2a3, Amy2a5, Amy2a4, 2210010C04Rik, Try5, 1810018F18Rik"
"1076","Mesothelial cells-11","Gabra3, Nkain4, RP23-260J11.1, Tbx18, Zfp579, Lrrn4, Crb2, Bnc1, A730046J19Rik, Fam180a"
"1077","Mesothelial cells-12","Asap3, Bnc1, Sema3d, Lrrn4, Gdf7, Rspo1, Igf2bp1, A730046J19Rik, Gm12930, Gm26873"
"1078","Mesothelial cells-13","Il17re, Grip1os3, Lrrn4, Sox12, A730046J19Rik, Wnt2b, RP24-81A5.3, Igf2bp1, Gm15938, Bnc1"
"1079","Mesothelial cells-14","A630012P03Rik, Lrrn4, Gm12840, AC102860.3, Gm17216, A730046J19Rik, Chst12, Gm4577, Gm26873, Timp1"
"1080","Mesothelial cells-15","Pkhd1l1, Upk3b, Cst9, Sema3d, Gm13293, Tmem119, Gm21013, Vtcn1, Grip1os2, Bnc1"
"1081","Mesothelial cells-16","Gm28434, Vsx1, Foxd1, Gm11527, Olfr93, Mir3082, 1700030C12Rik, 2310005E17Rik, Six2, AI507597"
"1082","Mfge8 positive cells-0","S1pr3, Cxcl13, Cr2, Stra6, Gm4425, Coch, 4931408C20Rik, Hapln3, Gm29461, Ntn5"
"1083","Mfge8 positive cells-1","Ccl21a, Ccl19, Msc, Cpxm1, A730020M07Rik, Tnfsf13b, C1ra, Gli1, Clec11a, Cyp1b1"
"1084","Mfge8 positive cells-2","Gm11218, Hapln3, Flt3l, Ccl19, Msc, Serpina3i, 4921508M14Rik, Relt, Draxin, RP24-242E11.1"
"1085","Mfge8 positive cells-3","Ccl19, Vcam1, Gm17043, Msc, Dpt, Serpina3i, Hapln3, Cpxm1, Gm12577, Dbx2"
"1086","Mfge8 positive cells-4","Hapln3, 4921508M14Rik, Stra6, Draxin, Gm29461, Flt3l, Msc, Pthlh, Serpina3i, Lppr1"
"1087","Mfge8 positive cells-5","Fcamr, Gm29461, Cr2, 4931408C20Rik, Hapln3, Extl1, Sec1, Draxin, Stra6, Pthlh"
"1088","Mfge8 positive cells-6","Mfge8, Edar, Gm11218, Ltbp2, Spsb1, 4921508M14Rik, Gm20472, Draxin, Gm7497, Hapln3"
"1089","Mfge8 positive cells-7","Flt3l, Hapln3, 4921508M14Rik, Gm14717, Serpina3h, AI429214, Mansc4, Rps12-ps10, Gm20324, Msc"
"1090","Mfge8 positive cells-8","Hpse2, Ighv5-9-1, Gm28417, Ccr6, Trbj1-2, Traj6, Lingo4, Hapln3, Fbln7, 5031420N21Rik"
"1091","Mfge8 positive cells-9","Flt3l, Gm15739, Dctd, D830030K20Rik, Gm20574, Gm29461, A730020E08Rik, Tchh, Pbk, Lxn"
"1092","Mfge8 positive cells-10","Rps8-ps2, Snhg7os, Coch, Olfr105-ps, RP23-160G19.9, Gm7222, Gm18859, Defb14, Mir149, Snora73b"
"1093","Mfge8 positive cells-11","Dchs2, Olfr1016, Gm25899, Gm12947, Gjb5, Prdm13, Gm12099, Olfr104-ps, Gm14235, Gm22571"
"1094","Microglia_1","RP23-247J17.2, Crybb1, RP23-247J17.3, AY512915, 1700109G14Rik, 1700010K23Rik, Adora3.1, Gm3252, Bach2os, Trem2"
"1095","Microglia_2","RP23-247J17.2, RP23-247J17.3, Trem2, Crybb1, Gm4524, RP23-291L24.5, AY512915, 2610042L04Rik, Gm9013, Gal3st4"
"1096","Microglia_3","Gm26898, Mir181b-2, Crybb1, Gm14493, Gm15928, RP23-247J17.3, RP23-247J17.2, RP24-300C19.2, Gpr34, RP23-291L24.7"
"1097","Microglia_4","RP24-360E22.3, Ifi202b, Lilrb4, Fezf2, Ncr3-ps, Gm15577, Rps6-ps1, Gm11653, Trem2, 4732487G21Rik"
"1098","Microglia_5","RP23-291L24.6, RP23-247J17.2, Gm15928, Crybb1, RP23-247J17.3, Gm11753, RP23-134L6.5, 4930447M23Rik, Hyal5, Gm16300"
"1099","Microglia_6","Olfr756-ps1, Mir142b, Klrc1, RP23-175B15.2, Vmn2r84, Slitrk2, C230034O21Rik, Gm11739, Cldnd2, mmu-mir-191"
"1100","Microglia_7","RP23-247J17.3, RP23-247J17.2, Crybb1, Gm15928, Mir181b-2, RP23-291L24.5, Gm6397, AY512915, Gal3st4, Gm26680"
"1101","Microglia_8","Gm13807, RP23-247J17.3, Crybb1, RP23-291L24.7, RP23-247J17.2, Gsdmcl-ps, Trem2, Zbed5, AY512915, Arl11"
"1102","Microglia_9","Gm24576, RP23-247J17.3, Gm3252, Olfr61, Hist1h2bg, RP23-247J17.2, Trem2, Gm3264, AY512915, B230208B08Rik"
"1103","Microglia_10","Mir7023, RP23-146N3.2, Gm16248, Gm25489, RP23-291L24.6, Gm16265, Gm13311, Ighd4-1, Mageb3, Gm15736"
"1104","Microglia_11","RP23-247J17.3, Ifi202b, Gal3st4, Ncr3-ps, Gm28750, Tlr6, RP23-247J17.2, Lilrb4, Tmem119, Gm3264"
"1105","Microglia_12","RP23-19M11.2, Smt3h2-ps, Mir8110, Gm8307, Gm14257, Gm22157, Gm12010, Gm3242, 4930532M18Rik, Gm25767"
"1106","Microglia_13","Gm14050, RP24-161I8.1, Olfr310, Gm3591, Gm26898, Gpr84, Gm22082, Gm17059, Zfp735, Fam167b"
"1107","Mirg positive cells-0","Phka1, Rian, B830012L14Rik, RP23-204I16.3, Mirg, Gm14261, Asb14, Mir1a-1, Mir341, Pfkfb3"
"1108","Muc2-producing goblet cells-0","Gm12506, Gm26796, Gm15369, Rap1gapos, C030013C21Rik, Psme2b, Atoh1, Gfi1, Fam19a3, Sp5"
"1109","Muc2-producing goblet cells-1","Odf2l, Ankrd35, Slc7a4, RP24-441N3.3, Gm17114, Gm26801, Gm26796, Ptgdr, Rap1gapos, RP23-175B15.2"
"1110","Muc2-producing goblet cells-2","Mup-ps23, Gm12316, Ptgdr, C2cd4c, Sertad3, 4933424L21Rik, Bloc1s3, Gm12603, Tmprss7, Gm12506"
"1111","Muc2-producing goblet cells-3","Syna, Dsn1, Gfi1, 3110045C21Rik, Ftsj2, Gm13357, Slc39a7, Slc2a10, 4930526L06Rik, Pla2g5"
"1112","Muc2-producing goblet cells-4","Apoc2, Gm16725, Pgap3, Gm25881, 4933422H20Rik, Gm7457, Gm12424, Pdx1, Gm26642, Gm14102"
"1113","Muc2-producing goblet cells-5","Lrrc26, Gm25857, Gm14207, RP24-441N3.3, Gm26801, Gm24620, Gm15369, Sectm1a, Skint5, Btbd16"
"1114","Muc2-producing goblet cells-6","Gm27212, Mtnr1a, Rhbdl1, Calr4, Gm14097, 4933417A18Rik, Gm12506, Insl6, Tmcc3os, Clca5"
"1115","Muc2-producing goblet cells-7","Saysd1, Ces2d-ps, Gm3150, Gm12791, Gm15978, Nlrp4a, Gm14537, Cml5, G6b, Gm12253"
"1116","Muc2-producing goblet cells-8","Gm15420, C2cd4c, Gm26586, Hdhd3, Sectm1a, Gm9994, Gm26912, Gm15372, 4930526L06Rik, Dynlt1c"
"1117","Muc2-producing goblet cells-9","Banf2os, 9630028B13Rik, Gdf9, Gm13066, RP24-441N3.3, Gm15569, Snord91a, 2210417A02Rik, Ptgdr, Tex12"
"1118","Muc2-producing goblet cells-10","Pdx1, Gm4750, RP24-159H19.2, Gm12603, C2cd4c, RP23-18M1.6, RP23-393G10.4, RP23-456B9.23, Lrrc26, Trappc2l"
"1119","Muc2-producing goblet cells-11","Ptgdr, RP24-400M20.4, RP24-441N3.3, Gm11802, Gm16754, Rbbp8nl, Rap1gapos, Gm9994, Gm6085, Gfi1"
"1120","Muc2-producing goblet cells-12","Gm11638, D6Ertd527e, RP23-285H9.2, Lrrc26, Grin1os, Ptgdr, Gm16068, Gm20683, Rap1gapos, 1810019D21Rik"
"1121","Muc2-producing goblet cells-13","Gm26801, RP24-441N3.3, Ptgdr, Apoc2, Grin1os, Gm15890, Gm12506, RP23-430H22.1, Fhl4, Gm7399"
"1122","Muc2-producing goblet cells-14","Gm23664, Ptgdr, 4930526L06Rik, BC055111, Ppp1r35, 2810030D12Rik, Gm14207, Gm27167, Gm13548, Gm15644"
"1123","Muc2-producing goblet cells-15","Gm11752, Gm9843, Ptgdr, RP24-441N3.3, Gfi1, Gm12338, Cyp26c1, 4930427A07Rik, Klhdc7b, Leap2"
"1124","Muc2-producing goblet cells-16","Ggt6, Pla2g10, Pdx1, Gm12506, A230103J11Rik, Ptgdr, Apoc2, Tmem89, Mtnr1a, Klhdc7b"
"1125","Muc2-producing goblet cells-17","RP23-244J9.1, Gm25881, Slc25a35, Rap1gapos, Gm26801, RP24-441N3.3, 2810030D12Rik, Ptgdr, Gm13247, Grin1os"
"1126","Muc5ac-producing goblet cells-0","Gm15816, Fam83c, RP24-566B6.4, Nkx6-3, Gm12602, Nkx6-2, Gsg2, Pdx1, Chek1, D730001G18Rik"
"1127","Muc5ac-producing goblet cells-1","Vstm2b, Gm13881, Cybrd1, Bcas1os1, Gm11373, Gm15816, Capn8, RP23-157J4.3, Gm15730, Tcf23"
"1128","Muc5ac-producing goblet cells-2","Nqo1, 2210019I11Rik, Syt8, Tcf23, Gm15816, 4930404N11Rik, C2cd4a, Nkx6-3, Gm13429, Vsig2"
"1129","Muc5ac-producing goblet cells-3","Cybrd1, Gm9888, Gm15774, Vstm2b, Gm2895, Spata20, Atg9b, Omp, Gm13881, Gm11723"
"1130","Muc5ac-producing goblet cells-4","Nkx6-3, Gm10712, Rbmx2, Vsig2, 2210019I11Rik, Gm15816, Gm15369, Zfp459, Sfta2, Ankdd1b"
"1131","Muc5ac-producing goblet cells-5","Gm14781, Mir686, Gm8711, Gm29458, Gm11953, Gm29139, Sohlh2, Rnu11, Mir98, Gm12090"
"1132","Muc5ac-producing goblet cells-6","RP24-149G20.1, Gm11410, Gm12602, Gm6180, Spc24, 1700018B08Rik, Gm6397, RP23-282M20.1, Gm27167, Rimbp3"
"1133","Muc6-producing goblet cells-0","Bex2, Gm11755, Nkx6-3, Gm15595, Gm16120, Rapgef3os2, Erich5, C2cd4b, Gm13832, Proser2"
"1134","Muc6-producing goblet cells-1","2310057J18Rik, Glp1r, Tff2, Gkn3, Wfdc18, Erich5, Aqp5, Nkx6-3, Gm16120, Nxnl2"
"1135","Muc6-producing goblet cells-2","Gm16120, Arhgap27os1, Nxnl2, Cthrc1, Rap1gapos, Nkx6-3, D930015M05Rik, Lpo, Rtn4r, 4932443L11Rik"
"1136","Muc6-producing goblet cells-3","Gkn3, Gm16120, Nkx6-3, Gm14040, Wfdc18, Gm13594, Gm15595, Gm15816, Gm15592, Gm4419"
"1137","Muc6-producing goblet cells-4","RP24-327D15.5, Prickle4, Nkx6-2, Gm15816, Gm20628, Fam83c, Nkx6-3, Steap1, RP23-95I4.2, Gm14401"
"1138","Muc6-producing goblet cells-5","Nkx6-3, Gm28229, Gm16120, Gm7457, Gm4189, Gng5, Gm2366, Gm10250, Vstm2b, Pdx1"
"1139","Muc6-producing goblet cells-6","Gm12504, Wfdc18, Nxnl2, Hnf1aos2, Gm15663, 9230111E07Rik, Nkx6-2, Gm830, Sp5, Gm17025"
"1140","Muc6-producing goblet cells-7","Kctd14, Wfdc18, Gm13832, Gm16120, Inha, Gm19557, Ung, Hist2h4, Amigo3, Ccdc115"
"1141","Muc6-producing goblet cells-8","Msx3, RP24-372I24.3, Rps11-ps3, Olfr1351, Gm11261, Mir698, RP24-327D15.5, RP23-413M3.5, Gm15995, Nphs1os"
"1142","Muc6-producing goblet cells-9","BC048546, Gm13089, Olfr462, Gm14359, RP24-252K15.3, Olfr738, Mup5, Gm5224, Gm11646, Scgb2b2"
"1143","Muc6-producing goblet cells-10","Gm27033, Gm11339, Gm21839, Gm24412, Gm13807, Stxbp3b, Gm22362, Gm26596, Gm22523, Fbxw25"
"1144","Mural cells-0","Ptrf, F13a1, Prrx1, Cspg4, Notch3, Igfbp4, Jag1, Cdc42bpa, Fbln2, Pdgfd"
"1145","Mural cells-1","A630023A22Rik, 1810011H11Rik, Pear1, Cox4i2, Fhl5, Gm17029, Dact3, Nfatc4, Rinl, Gipr"
"1146","Mural cells-2","Cox4i2, Nrip2, Olfr558, Spry4, Gipr, Tgfb3, Ptger2, Igf2, Fam217b, Fzd2"
"1147","Mural cells-3","Gpr20, Igsf9b, Pde4c, Prkcq, Nkx3-2, Rarres2, Higd1b, Dmwd, Gipr, 4833422C13Rik"
"1148","Mural cells-4","Arhgef17, Ephx3, Fam217b, Adamts4, Lhcgr, Tgfb3, R74862, Kcne4, Olfr558, Gbgt1"
"1149","Mural cells-5","Rbp7, Olfr558, RP23-242C11.1, C1qtnf9, Tacr2, Olfml2b, Cd300lg, Gm16340, Higd1b, Gm10687"
"1150","Mural cells-6","Cd36, 5430416O09Rik, C1qtnf9, Trpv2, Med6, R3hcc1, Ephx3, Ly6c1, Kcnmb1, Tubb6"
"1151","Mural cells-7","Il6st, Adamts9, Selp, Lhx6, Nr2f2, Fam124a, C1qtnf1, Lrg1, Meox2, Npy1r"
"1152","Mural cells-8","Car3, Lpl, Plin4, Gsn, Scd1, Cfd, Fam189a2, Fabp4, Mageb18, Adipoq"
"1153","Mural cells-9","Sirt2, Kcnj8, Rasl12, Cox4i2, Snta1, Ppp1r14a, Tbx4, Tmem136, Gipr, Gm14410"
"1154","Mural cells-10","Chst2, Tacr2, Thbs2, Rnf207, Gm26759, Gipr, Fhl5, Gm17501, Hoxa10, RP24-227F14.1"
"1155","Mural cells-11","Trim30b, Vstm4, RP24-89F9.4, 5430416O09Rik, Gm12454, Gipr, Cd248, Pear1, Tacr2, Gm17029"
"1156","Mural cells-12","Kcnj8, Olfr558, Mir145a, 4833422C13Rik, Gbgt1, Kcnmb1, Gm13315, Naalad2, Pcdh18, Kcne4"
"1157","Mural cells-13","Higd1b, Fkbp10, Fhl5, Hand1, Gipr, Cox4i2, Tacr2, C1qtnf2, RP23-303M15.3, Kcne4"
"1158","Mural cells-14","Mylk, Cald1, Flna, Tpm1, Synpo2, Synm, Sparcl1, Pgm5, Cacnb2, Chrm2"
"1159","Mural cells-15","Cys1, C030034L19Rik, Gpr171, Plac9a, Gpx8, Tgfb3, Cox4i2, Olfr558, Grap, Fhl5"
"1160","Mural cells-16","Impa2, Plac9a, Gipr, C1qtnf2, Tmem136, 4833422C13Rik, Ppp1r14a, Hrk, Spry4, Tacr2"
"1161","Mural cells-17","Pi15, Vasn, Tbx18, Fzd1, Tacr2, Pear1, Gm10687, F420014N23Rik, Olfr558, Dact1"
"1162","Mural cells-18","Tbx4, Pcdh19, Gjc1, Nkain4, Pacsin3, Mettl21e, Trpc6, H2afy2, Leprel2, Cox4i2"
"1163","Mural cells-19","Il17rd, Crnde, Hoxb3os, Plac9a, Tmem200a, Tmem110, Tmem136, Gipr, Rem1, 9930012K11Rik"
"1164","Mural cells-20","Higd1b, Rasl12, Snai2, B130024G19Rik, Spry1, 5330426P16Rik, Gm26632, Hic1, Ephx3, Pcdh18"
